,artist,num_songs,num_weeks_on_charts,earliest_date
4189,Bachman-Turner Overdrive,10,106,1973-12-01
4190,Attitudes,1,6,1976-09-04
4191,Diana Williams,1,6,1976-09-04
4192,Sherbet,1,8,1976-08-21
4193,Lady Flash,1,12,1976-07-17
4194,John Handy,1,12,1976-06-26
4195,Michael Franks,1,8,1976-08-07
4196,Grand Funk Railroad,13,96,1969-09-27
4197,Ja-Kki,1,3,1976-09-11
4198,Red Sovine,2,12,1966-01-08
4199,Barry Mann,4,23,1961-08-07
4200,Candi Staton,10,96,1969-06-21
4201,Keith Carradine,1,19,1976-05-08
4202,Van Mccoy,3,15,1975-10-11
4203,Ellison Chase,1,3,1976-08-28
4204,Silver Convention,3,44,1975-10-11
4205,Derringer,1,2,1976-08-28
4206,Spin,1,2,1976-08-28
4207,The Real Thing,1,8,1976-07-17
4208,Sweeney Todd,1,2,1976-08-21
4209,Ozo,1,3,1976-08-14
4210,Sons Of Champlin,1,10,1976-06-19
4211,Bobbie Gentry,7,54,1967-08-05
4212,David Crosby/Graham Nash,2,9,1975-11-15
4213,Elvin Bishop,4,32,1974-10-05
4214,Double Exposure,1,9,1976-06-19
4215,David Ruffin,6,53,1969-02-15
4216,The Deadly Nightshade,1,4,1976-07-17
4217,Easy Street,1,5,1976-07-04
4218,Broadway,1,4,1976-07-17
4219,Cate Bros.,2,23,1976-02-07
4220,Bob Marley And The Wailers,1,6,1976-07-04
4221,John Sebastian,3,20,1969-01-04
4222,Revelation,1,2,1976-07-31
4223,Lee Oskar,1,6,1976-06-26
4224,Cyndi Grecco,1,12,1976-05-08
4225,Brotherhood Of Man,1,11,1976-05-08
4226,Fools Gold,1,7,1976-05-29
4227,Bill Cosby,5,33,1967-09-02
4228,D.J. Rogers,1,2,1976-07-04
4229,Michel Polnareff,2,14,1976-02-21
4230,Sundown Company,1,5,1976-06-05
4231,Lee Garrett,1,6,1976-05-22
4232,The Steve Gibbons Band,1,4,1976-06-05
4233,Impact,1,2,1976-06-19
4234,B.T. Express,5,59,1974-09-28
4235,The Don Harrison Band,1,9,1976-04-24
4236,Johnny Cash And The Tennessee Three,2,17,1972-05-13
4237,Narvel Felts,3,12,1960-02-08
4238,Bro Smith,1,5,1976-05-08
4239,Jimmy Dean,10,81,1961-10-02
4240,The Champs' Boys Orchestra,1,2,1976-05-29
4241,Al Wilson,8,79,1968-08-17
4242,The Tymes,10,74,1963-06-01
4243,Tammy Wynette,10,50,1968-06-22
4244,Marmalade,1,9,1976-03-27
4245,Yvonne Fair,1,5,1976-04-24
4246,Richard Cocciante,1,6,1976-04-10
4247,Cledus Maggard And The Citizen's Band,2,19,1975-12-27
4248,The Heyettes,1,6,1976-04-10
4249,Sutherland Brothers And Quiver,2,17,1973-08-18
4250,Eddie Kendricks,14,141,1971-05-29
4251,The Miracles,26,238,1959-10-05
4252,Billy Paul,4,42,1972-11-04
4253,Donny Gerrard,1,6,1976-03-27
4254,The Stylistics,16,188,1971-01-09
4255,The 5th Dimension,29,290,1967-01-14
4256,Mighty Clouds Of Joy,1,10,1976-02-21
4257,Larry Santos,1,10,1976-02-14
4258,Larry Groce,1,15,1976-01-10
4259,Stampeders,3,29,1971-08-14
4260,C.W. McCall,4,38,1974-06-29
4261,Charlie Ross,2,12,1975-01-18
4262,The Band,8,61,1968-08-31
4263,B.C.G. (B.C. Generation),1,6,1976-03-06
4264,The Staple Singers,15,130,1967-06-03
4265,Frankie Avalon,22,205,1958-08-04
4266,Terry Bradshaw,1,5,1976-03-06
4267,Michael Zager's Moon Band/Peabo Bryson,1,3,1976-03-20
4268,Graham Central Station,4,25,1974-05-04
4269,The Band Of The Black Watch,1,9,1976-01-31
4270,Kiki Dee,3,10,1971-03-27
4271,Brown Sugar,1,4,1976-02-28
4272,Tom Scott,1,3,1976-03-06
4273,South Shore Commission,3,15,1975-06-28
4274,The Disco Sound Of Andre Gagnon,1,3,1976-03-06
4275,Hagood Hardy,1,13,1975-12-20
4276,Steve Harley And Cockney Rebel,1,3,1976-02-28
4277,George Baker Selection,3,30,1970-03-21
4278,Penny Mclean,1,10,1976-01-03
4279,Pilot,3,31,1975-04-05
4280,Jonathan Cain,1,9,1976-01-10
4281,Charlie Rich,13,156,1960-03-14
4282,Jim Croce,10,128,1972-07-01
4283,People's Choice,2,19,1975-08-23
4284,Ramsey Lewis,10,55,1966-07-09
4285,Morris Albert,2,34,1975-06-21
4286,George McCrae,5,38,1974-06-01
4287,Houston Person,1,4,1976-01-17
4288,Julie,1,4,1976-01-17
4289,Leon Russell,5,43,1972-08-26
4290,"Billy ""Crash"" Craddock",3,32,1974-06-29
4291,Biddu Orchestra,2,10,1975-10-04
4292,The Atlanta Disco Band,1,4,1976-01-10
4293,S.S.O.,1,4,1976-01-10
4294,The Road Apples,1,14,1975-09-27
4295,Debbie Taylor,2,7,1969-04-26
4296,Prelude,2,21,1974-10-05
4297,Black Oak Arkansas,2,15,1973-12-15
4298,Purple Reign,1,8,1975-11-22
4299,Country Joe McDonald,1,7,1975-11-29
4300,Moonlion,1,1,1976-01-10
4301,David Geddes,2,21,1975-08-02
4302,Kenny Starr,1,5,1975-12-06
4303,The Eleventh Hour,2,17,1974-04-06
4304,MFSB,2,13,1975-06-21
4305,Pete Wingfield,1,19,1975-08-23
4306,5000 Volts,1,10,1975-10-18
4307,Firefly,1,9,1975-10-18
4308,Gary Toms Empire,2,22,1975-06-21
4309,Quincy Jones (feat. The Brothers Johnson),1,10,1975-10-11
4310,Jim Gilstrap,3,20,1975-03-08
4311,Willie Hutch,3,22,1973-05-19
4312,Ron Banks And The Dramatics,2,12,1975-05-03
4313,U.S. 1,1,2,1975-11-29
4314,Joan Baez,8,59,1963-11-09
4315,Esther Phillips,3,30,1965-05-08
4316,Billy Swan,3,27,1974-09-28
4317,The Jimmy Castor Bunch,3,32,1972-05-13
4318,The Impressions,38,294,1961-10-16
4319,John Livigni,1,6,1975-10-18
4320,The Statler Brothers,3,26,1965-11-13
4321,The Chi-lites,21,156,1969-03-01
4322,"Faith, Hope And Charity",3,28,1970-05-16
4323,The Grateful Dead,2,12,1970-08-08
4324,Arthur Alexander,4,35,1962-02-24
4325,The Outlaws,1,10,1975-09-06
4326,Curtis Mayfield,9,89,1970-11-21
4327,Jessi Colter,3,27,1975-04-05
4328,Austin Roberts,3,40,1972-10-14
4329,Katfish,1,6,1975-09-27
4330,Sly Stone,1,9,1975-09-06
4331,Travis Wammack,5,33,1964-11-21
4332,Vicki Lawrence,3,30,1973-02-10
4333,David Bellamy,1,6,1975-09-20
4334,Paul Anka/Odia Coates,1,13,1975-07-26
4335,Paul Simon/Phoebe Snow,1,10,1975-08-16
4336,"John Williams/""Jaws"" Soundtrack",1,10,1975-08-09
4337,John Dawson Read,1,4,1975-08-30
4338,The Grass Roots,21,207,1966-06-18
4339,Baron Stewart,1,6,1975-08-16
4340,Fox,1,8,1975-08-23
4341,Banzaii,1,1,1975-10-11
4342,Evie Sands,3,35,1969-08-16
4343,The Nitty Gritty Dirt Band,3,17,1967-04-08
4344,Pat Lundi,1,5,1975-09-06
4345,Buddy Miles,5,25,1970-07-18
4346,Rusty Wier,1,4,1975-09-06
4347,Ray Charles,48,352,1960-01-11
4348,The Choice Four,1,4,1975-08-30
4349,Ralph Carter,1,3,1975-09-06
4350,Hamilton Bohannon,1,2,1975-09-13
4351,New Birth,2,14,1975-05-24
4352,The Sunshine Band,1,2,1975-09-06
4353,Joe Simon,30,219,1966-06-18
4354,Fantastic Four,4,29,1967-05-27
4355,Smokey,1,3,1975-07-26
4356,Sharon Paige and Harold Melvin And The Blue Notes,1,10,1975-07-05
4357,East L.A. Car Pool,1,6,1975-08-02
4358,Three Dog Night,21,268,1969-02-08
4359,Minnie Riperton,2,22,1975-01-18
4360,Christopher Paul And Shawn,1,5,1975-08-02
4361,Tony Camillo's Bazuka,1,20,1975-04-12
4362,Moments,4,31,1971-08-21
4363,Dwight Twilley Band,1,18,1975-04-26
4364,Gwen McCrae,1,14,1975-05-17
4365,Ace,2,20,1975-03-08
4366,The Mystic Moods,2,12,1973-04-21
4367,Bobby Moore,1,2,1975-08-09
4368,Jud Strunk,3,26,1973-02-17
4369,Chocolate Milk,1,5,1975-07-12
4370,The Brecker Brothers,1,9,1975-06-07
4371,Debbie Campbell,1,5,1975-07-05
4372,Love Childs Afro Cuban Blues Band,1,3,1975-07-19
4373,Reparata,1,3,1975-07-05
4374,The Reflections,4,22,1964-04-11
4375,Bimbo Jet,1,10,1975-05-24
4376,Syl Johnson,6,27,1967-08-19
4377,Consumer Rapport,1,12,1975-04-19
4378,The Elton John Band,1,21,1975-03-08
4379,Sammy Johns,3,33,1974-10-12
4380,First Class,2,24,1974-07-20
4381,Grand Funk,6,88,1973-07-28
4382,Roger Whittaker,1,15,1975-04-05
4383,Sugarloaf/Jerry Corbetta,2,27,1974-12-07
4384,Bo Donaldson And The Heywoods,4,40,1974-04-20
4385,Canyon,1,1,1975-07-05
4386,Boomer Castleman,1,8,1975-05-03
4387,Sha Na Na,2,13,1971-08-07
4388,Shirley And Company,2,18,1975-01-11
4389,Labelle,2,24,1975-01-04
4390,Billie Jo Spears,2,9,1969-04-26
4391,Shirley Caesar,1,5,1975-05-17
4392,Bobby Womack,8,70,1968-08-17
4393,Tamiko Jones,1,10,1975-04-05
4394,Northern Light,1,6,1975-05-03
4395,Nektar,1,5,1975-05-10
4396,The Main Ingredient,11,101,1970-06-27
4397,Daniel Boone,3,28,1972-06-03
4398,Albert Hammond,9,71,1972-07-22
4399,The 21st Century,1,1,1975-05-31
4400,The Goodies,1,4,1975-05-03
4401,Benny Bell,1,11,1975-03-08
4402,Shirley Brown,2,16,1974-11-02
4403,Brian Protheroe,1,7,1975-03-29
4404,Bloodstone,5,60,1973-04-21
4405,Barbara Mason,11,72,1965-05-15
4406,Charlie Kulis,1,8,1975-03-15
4407,Odia Coates,2,9,1975-03-01
4408,Andy Fairweather Low,1,3,1975-04-12
4409,Lea Roberts,1,3,1975-04-12
4410,Rick Derringer,3,23,1974-01-19
4411,Carol Douglas,2,18,1974-11-30
4412,Tom T. Hall,5,40,1971-08-21
4413,Fanny,4,31,1971-09-18
4414,Conway Twitty,17,158,1958-09-15
4415,Dennis Yost And The Classics IV,7,46,1969-08-02
4416,Loretta Lynn,3,13,1970-12-05
4417,Betty Wright,7,53,1968-08-03
4418,Susan Jacks,1,5,1975-03-08
4419,Polly Brown,1,13,1975-01-04
4420,Commander Cody,3,18,1972-07-22
4421,Carl Douglas,2,25,1974-10-12
4422,Maria Muldaur,2,38,1974-02-23
4423,Randy Edelman,1,4,1975-03-08
4424,Solomon Burke,26,163,1961-09-18
4425,Donna Fargo,8,81,1972-05-27
4426,Blue Swede,4,37,1974-02-16
4427,Lana Cantrell,1,5,1975-02-22
4428,Dooley Silverspoon,1,6,1975-02-15
4429,Jimmy Beaumont And The Skyliners,1,1,1975-03-22
4430,Al Downing,1,4,1975-02-22
4431,Love Unlimited,4,41,1972-04-01
4432,Hello People,1,7,1975-01-18
4433,Paula Webb,1,4,1975-02-01
4434,Jim Weatherly,2,21,1974-09-14
4435,Diamond Reo,1,6,1975-01-11
4436,Philly Devotions,1,2,1975-02-08
4437,Roy Rogers,1,7,1974-12-21
4438,The Guess Who,19,206,1965-05-08
4439,Lamont Dozier,3,35,1973-12-22
4440,Splinter,1,8,1974-12-14
4441,Michael Holm,1,7,1974-12-14
4442,The Kiki Dee Band,1,20,1974-09-14
4443,The Three Degrees,7,53,1965-03-06
4444,Peter Shelley,1,6,1974-12-21
4445,The Joneses,1,16,1974-10-05
4446,Lynn Anderson,6,48,1970-11-28
4447,B.B. King,30,198,1964-05-09
4448,Margie Joseph,3,11,1971-04-03
4449,Bobby Bland,34,193,1960-01-25
4450,Andy Kim,12,107,1968-05-04
4451,Percy Sledge,14,98,1966-04-09
4452,Fancy,2,27,1974-06-15
4453,Dave Loggins,2,23,1974-06-01
4454,Dynamic Superiors,1,7,1974-11-02
4455,The First Class,1,4,1974-11-23
4456,Reunion,1,15,1974-09-07
4457,Blue Magic,3,36,1974-02-02
4458,The Independents,4,29,1973-04-07
4459,Paper Lace,3,29,1974-04-27
4460,Terry Jacks,3,27,1974-01-12
4461,Charley Pride,9,52,1969-08-23
4462,Grand Canyon,1,5,1974-11-02
4463,Raspberries,7,69,1972-05-13
4464,Brother To Brother,1,7,1974-10-12
4465,Bob James,1,2,1974-11-09
4466,Edgar Winter Group,4,46,1973-03-10
4467,Garfunkel,3,31,1973-09-15
4468,The Dells,23,170,1962-12-22
4469,O.C. Smith,10,83,1968-02-24
4470,Steppenwolf,13,113,1968-07-13
4471,Ace Spectrum,1,6,1974-09-28
4472,William DeVaughn,2,27,1974-05-04
4473,Marilyn Sellars,1,10,1974-08-24
4474,The New Birth,6,43,1971-10-09
4475,"The Souther, Hillman, Furay Band",1,10,1974-08-24
4476,Kathy Dalton,1,5,1974-09-14
4477,Sweet Dreams,1,7,1974-08-31
4478,Larry Gatlin,1,4,1974-09-14
4479,Sami Jo,2,27,1974-02-09
4480,The Rubettes,1,10,1974-07-20
4481,Edgar Winter,1,9,1974-07-20
4482,The Wombles,1,7,1974-08-03
4483,Bob Dylan/The Band,1,5,1974-08-10
4484,Dick Feller,1,5,1974-07-27
4485,Simon Stokes,1,4,1974-07-06
4486,Don Covay,4,25,1962-12-29
4487,Gene Redding,1,16,1974-05-04
4488,Clarence Reid,2,11,1969-08-02
4489,Willie Henderson,1,5,1974-07-06
4490,Reuben Howell,1,3,1974-07-20
4491,Lena Zavaroni,1,4,1974-07-13
4492,"Marvin Hamlisch/""The Sting""",1,16,1974-03-23
4493,Hoyt Axton,1,6,1974-06-01
4494,Little Anthony And The Imperials,17,130,1958-08-11
4495,April,1,4,1974-06-15
4496,Razzy,1,6,1974-05-25
4497,David Essex,2,30,1973-11-10
4498,Sylvia And The Moments,1,4,1974-06-08
4499,George Fischoff,1,5,1974-06-01
4500,Johnny T. Angel,1,4,1974-06-08
4501,Oscar Brown Jr.,1,6,1974-05-18
4502,Redbone,3,57,1970-12-05
4503,Melba Montgomery,1,10,1974-04-13
4504,Bill Haley And His Comets,4,33,1958-08-11
4505,Mott The Hoople,3,14,1972-09-23
4506,Mike Oldfield,1,16,1974-02-23
4507,Nilsson,10,106,1969-08-16
4508,The Undisputed Truth,5,41,1971-06-26
4509,Rick Cunha,1,7,1974-04-27
4510,Wednesday,2,22,1973-11-24
4511,Dr. John,4,38,1972-04-15
4512,Natural Four,2,12,1974-01-05
4513,Johnny Rodriguez,3,13,1973-06-23
4514,Maggie Bell,1,3,1974-05-11
4515,Sister Janet Mead,1,13,1974-02-23
4516,Five Man Electrical Band,5,46,1971-05-29
4517,Creative Source,1,7,1974-04-06
4518,Cozy Powell,1,9,1974-03-16
4519,Lois Fletcher,1,7,1974-03-30
4520,Mocedades,1,17,1974-01-12
4521,Gilbert O'Sullivan,6,81,1972-06-17
4522,Think,1,18,1971-12-04
4523,Martha Reeves,1,5,1974-03-30
4524,Johnny Nash,10,100,1958-11-10
4525,The Peppers,1,7,1974-03-09
4526,Lou Christie,12,98,1963-01-05
4527,Cliff DeYoung,1,15,1974-01-05
4528,The Soul Children,3,27,1969-10-11
4529,The James Gang,2,21,1971-05-29
4530,Bill Amesbury,1,9,1974-02-16
4531,Stealers Wheel,3,40,1973-03-03
4532,"Bobby ""Blue"" Bland",2,19,1973-11-17
4533,The Persuaders,4,39,1971-08-28
4534,Southcote,1,4,1974-03-09
4535,Heartsfield,1,5,1974-03-02
4536,Byron MacGregor,1,12,1974-01-05
4537,The De Franco Family,1,12,1973-12-29
4538,New York City,3,32,1973-03-03
4539,Dorothy Norwood,1,4,1974-02-23
4540,Gregg Allman,1,12,1973-12-22
4541,NRBQ,1,6,1974-02-02
4542,Cooker,1,5,1974-02-02
4543,Bobby Bare,7,58,1962-07-21
4544,Gordon Sinclair,1,7,1974-01-12
4545,Tex Ritter,2,15,1961-07-03
4546,Coven,2,24,1971-09-18
4547,Ian Thomas,1,14,1973-10-27
4548,Don Goodwin,1,8,1973-12-08
4549,Ann Peebles,3,36,1970-10-03
4550,El Chicano,3,26,1970-04-11
4551,The Intruders,15,110,1959-03-23
4552,J. Frank Wilson and The Cavaliers,2,22,1964-09-05
4553,Roy Clark,6,32,1963-06-29
4554,Melanie,8,69,1970-08-22
4555,Keith Hampshire,3,26,1972-12-23
4556,Lighthouse,5,41,1971-09-11
4557,Stories,3,38,1972-06-17
4558,Ripple,1,6,1973-11-03
4559,Kevin Johnson,1,4,1973-11-10
4560,Bobby Goldsboro,26,216,1962-12-22
4561,Drupi,1,4,1973-11-03
4562,Uriah Heep,3,22,1972-07-29
4563,Paul Simon (with The Dixie Hummingbirds),1,16,1973-08-04
4564,Nino Tempo And 5th Ave. Sax,1,8,1973-09-22
4565,Dr. Hook And The Medicine Show,5,52,1972-04-01
4566,Cross Country,1,12,1973-08-18
4567,Hank Wilson,1,5,1973-10-06
4568,Foster Sylvers,2,18,1973-06-02
4569,Looking Glass,2,31,1972-06-17
4570,Painter,1,5,1973-09-29
4571,Wilson Pickett,38,286,1963-05-04
4572,Spirit,4,24,1969-01-18
4573,Merle Haggard And The Strangers,5,35,1969-11-01
4574,Ray Price,9,70,1958-08-25
4575,Jean Shepard,1,6,1973-09-15
4576,Barbara Fairchild,2,24,1973-02-24
4577,Today's People,1,6,1973-09-01
4578,Maceo And The Macks,1,5,1973-09-01
4579,Kenny Karen,1,4,1973-09-08
4580,Jackie Moore,2,27,1970-12-05
4581,Napoleon XIV,1,10,1966-07-23
4582,Mandrill,3,20,1971-06-05
4583,"Bobby ""Boris"" Pickett And The Crypt-Kickers",2,43,1962-09-08
4584,Charlie Daniels,1,12,1973-06-30
4585,Sylvia And Ralfi Pagan,1,2,1973-09-08
4586,The Incredible Bongo Band,1,7,1973-07-21
4587,Clint Holmes,1,23,1973-03-24
4588,Clarence Carter,16,132,1967-06-24
4589,Focus,2,24,1973-03-03
4590,Manu Dibango,1,9,1973-06-23
4591,Jeanne Pruett,1,15,1973-05-12
4592,The Ebonys,2,13,1971-06-12
4593,Shirley Bassey,4,42,1965-01-30
4594,Jerry Jeff Walker,2,8,1968-07-27
4595,Afrique,1,9,1973-06-09
4596,Chairman Of The Board,6,63,1970-01-17
4597,Mickey Newbury,2,14,1971-11-06
4598,The Sweet,3,32,1971-10-02
4599,Donald Byrd,1,6,1973-06-09
4600,Fire And Rain,1,3,1973-06-30
4601,Gunhill Road,1,15,1973-03-31
4602,Earnest Jackson,1,6,1973-06-02
4603,Skylark,1,21,1973-02-17
4604,Edward Bear,3,34,1970-05-30
4605,The Delfonics,15,114,1968-02-03
4606,Andy Pratt,1,10,1973-04-28
4607,The South Side Movement,1,10,1973-04-14
4608,Donovan,16,137,1965-05-15
4609,The Blue Ridge Rangers,2,28,1972-12-02
4610,Stephen Stills-Manassas,2,11,1972-07-15
4611,Jerry Lee Lewis,9,43,1962-09-15
4612,David Blue,1,4,1973-05-12
4613,King Harvest,2,26,1972-10-28
4614,Tommy Roe,22,186,1962-07-28
4615,Lou Reed,1,14,1973-02-17
4616,The New Seekers,5,36,1971-12-04
4617,Martin Mull and Orchestra,1,3,1973-05-05
4618,Hurricane Smith,2,24,1972-12-02
4619,Luther Ingram,7,53,1970-01-10
4620,Faces,2,19,1972-01-01
4621,Bill Quateman,1,5,1973-04-07
4622,Cal Smith,1,8,1973-03-10
4623,Loudon Wainwright III,1,13,1973-01-27
4624,Don Fardon,2,14,1968-08-31
4625,Nolan Porter,1,4,1973-03-31
4626,Uncle Dog,1,7,1973-03-03
4627,Gallery,3,53,1972-02-26
4628,Joe Stampley,1,13,1973-01-06
4629,Cymande,1,10,1973-01-20
4630,Shawn Phillips,2,9,1973-01-13
4631,Circus,1,4,1973-02-24
4632,Bettye Swann,5,45,1967-05-13
4633,Les Emmerson,1,9,1973-01-13
4634,Brighter Side Of Darkness,1,13,1972-12-09
4635,Rick Nelson And The Stone Canyon Band,2,24,1972-07-29
4636,Michael Redway,1,4,1973-02-10
4637,The Raiders,7,57,1970-02-21
4638,Bobby Darin,40,334,1958-08-04
4639,Paul Kelly,2,14,1970-07-04
4640,Albert King,2,6,1968-02-03
4641,Little Jimmy Osmond,1,6,1973-01-13
4642,Johnny Williams,1,7,1973-01-06
4643,Blue Haze,1,14,1972-11-11
4644,Holland-Dozier,2,16,1972-09-30
4645,James Brown-Lyn Collins,1,7,1972-12-23
4646,Valerie Simpson,1,9,1972-12-09
4647,Joe Cocker and The Chris Stainton Band,2,17,1972-09-16
4648,Anacostia,1,4,1973-01-06
4649,Bulldog,1,15,1972-10-14
4650,Clean Living,1,12,1972-11-04
4651,Ten Years After,4,25,1970-05-02
4652,Joey Heatherton,2,24,1972-05-27
4653,Peter Skellern,1,8,1972-11-25
4654,Gary Glitter,2,20,1972-07-22
4655,Mary Hopkin,6,44,1968-09-28
4656,Lyn Collins,2,11,1972-09-02
4657,The Wackers,1,5,1972-11-18
4658,The Heywoods,1,8,1972-10-28
4659,The Delegates,1,8,1972-10-21
4660,King Floyd,3,43,1970-10-24
4661,Danny O'Keefe,1,13,1972-09-02
4662,Chi Coltrane,1,13,1972-09-02
4663,The Move,1,5,1972-10-28
4664,Mel And Tim,3,41,1969-10-18
4665,Casey Kelly,1,9,1972-09-23
4666,Laura Lee,8,51,1967-09-23
4667,Tony Cole,1,4,1972-10-28
4668,Arlo Guthrie,2,18,1969-12-13
4669,Beverly Bremers,3,40,1971-12-18
4670,Billy Lee Riley,1,2,1972-11-04
4671,Bones,1,2,1972-11-04
4672,Hot Butter,1,18,1972-07-08
4673,Gladstone,1,11,1972-08-26
4674,National Lampoon,1,4,1972-10-14
4675,Danny Holien,1,8,1972-09-09
4676,Jerry Wallace,12,89,1958-08-18
4677,Ocean,4,27,1971-03-13
4678,The Temprees,1,2,1972-10-07
4679,Sammi Smith,2,23,1971-01-16
4680,Tim Davis,1,3,1972-09-16
4681,Argent,1,15,1972-06-17
4682,Sailcat,1,15,1972-06-10
4683,Flash,1,12,1972-06-24
4684,Jamestown Massacre,1,5,1972-08-12
4685,Lenny Welch,9,71,1960-02-29
4686,The Fabulous Rhinestones,1,4,1972-08-05
4687,Buffy Sainte-Marie,3,13,1971-11-27
4688,Godspell,1,14,1972-05-20
4689,Procol Harum,3,30,1967-06-24
4690,The Honey Cone,7,68,1969-06-28
4691,The James Brown Soul Train,1,8,1972-06-24
4692,Danyel Gerard,1,9,1972-06-10
4693,Janis Joplin,5,36,1969-11-08
4694,Python Lee Jackson,1,10,1972-05-27
4695,The Magic Lantern,1,4,1972-07-08
4696,Frederick Knight,1,14,1972-04-22
4697,Chris Hodge,1,8,1972-06-03
4698,The Pipes And Drums And The Military Band Of The Royal Scots Dragoon Guards,1,9,1972-05-20
4699,New Riders Of The Purple Sage,1,5,1972-06-10
4700,(The Preacher) Bobby Womack,1,9,1972-05-06
4701,The Courtship,1,2,1972-06-24
4702,Creedence Clearwater Revival,15,154,1968-09-07
4703,Donny Hathaway And June Conquest,1,5,1972-05-27
4704,Carlo Savina,1,9,1972-04-22
4705,100 Proof Aged in Soul,4,29,1969-12-20
4706,Independents,1,5,1972-05-13
4707,John Kay,1,7,1972-04-22
4708,Sugar Bears,1,13,1972-03-11
4709,The JB's,2,10,1972-01-22
4710,Hot Sauce,1,3,1972-05-20
4711,Jo Jo Gunne,1,11,1972-03-18
4712,Edgar Winter's White Trash,2,15,1971-12-18
4713,Malo,1,12,1972-03-04
4714,T. Rex,3,26,1971-05-08
4715,Steve Alaimo,9,33,1962-03-17
4716,R. Dean Taylor,4,27,1970-09-05
4717,Buckwheat,1,5,1972-04-01
4718,Apollo 100,1,3,1972-04-15
4719,The Chakachas,1,15,1972-01-15
4720,Giorgio,1,8,1972-03-04
4721,Linda Jones,4,30,1967-06-24
4722,Jerry Garcia,1,2,1972-04-15
4723,The Nite-Liters,2,24,1971-07-03
4724,Mike Kennedy,1,7,1972-03-04
4725,Paul Williams,1,9,1972-02-19
4726,Nitty Gritty Dirt Band,4,43,1970-11-21
4727,Potliquor,1,11,1972-02-05
4728,Canned Heat,5,43,1968-08-10
4729,Peter Yarrow,1,2,1972-04-08
4730,Climax,1,15,1972-01-01
4731,Black Sabbath,2,18,1970-11-28
4732,Donnie Elbert,4,28,1970-11-28
4733,The English Congregation,1,10,1972-01-22
4734,Goose Creek Symphony,1,9,1972-01-29
4735,Lunar Funk,1,8,1972-02-05
4736,Dionne Warwicke,2,8,1971-08-07
4737,Chicory,1,3,1972-03-11
4738,Little Milton,10,47,1965-01-02
4739,Michel Legrand,1,8,1972-01-29
4740,Bullet,2,15,1971-11-06
4741,Grin,1,6,1972-02-05
4742,The Fantastics,1,4,1972-02-19
4743,Bobby Byrd,3,12,1970-10-24
4744,Scott English,2,7,1964-02-22
4745,Jackie Wilson,48,353,1958-08-04
4746,Johnnie Taylor (The Soul Philosopher),2,13,1971-08-28
4747,Faron Young,5,30,1958-08-11
4748,Jonathan Edwards,1,16,1971-11-13
4749,Rufus Thomas,9,85,1963-02-09
4750,Bobby Sherman,10,93,1969-08-23
4751,Mark-Almond,1,2,1972-02-19
4752,The Hillside Singers,2,13,1971-11-27
4753,Hudson and Landry,2,20,1971-04-24
4754,Rock Flowers,1,2,1972-02-12
4755,Brewer And Shipley,3,25,1971-02-13
4756,Free Movement,1,10,1971-12-11
4757,Carroll O'Connor And Jean Stapleton (As The Bunkers),1,9,1971-12-11
4758,James Last,1,4,1972-01-15
4759,Richard Harris,4,36,1968-05-11
4760,Little Johnny Taylor,3,25,1963-08-17
4761,The 8th Day,3,28,1971-05-15
4762,Jefferson Airplane,8,64,1967-04-01
4763,N.F. Porter,1,6,1971-12-18
4764,Traffic,2,10,1970-09-05
4765,Gayle McCormick,3,18,1971-07-10
4766,Sweathog,1,10,1971-11-13
4767,Lee Michaels,2,26,1971-07-31
4768,Chase,3,23,1971-05-22
4769,The Coasters,15,126,1958-08-04
4770,Freda Payne,6,63,1970-04-25
4771,Peter Nero,1,13,1971-10-16
4772,The Poppy Family,3,18,1971-04-03
4773,The New Colony Six,6,48,1968-03-30
4774,Les Crane,1,12,1971-10-09
4775,Johnny Paycheck,1,2,1971-12-18
4776,The Assembled Multitude,3,19,1970-06-27
4777,John Lennon Plastic Ono Band,1,9,1971-10-23
4778,Freddie North,1,12,1971-10-02
4779,Joe South,6,31,1958-08-04
4780,Freddie Hart,1,17,1971-08-21
4781,The Lettermen,20,168,1961-09-04
4782,Pop-Tops,1,10,1971-10-09
4783,Jimi Hendrix,3,19,1967-12-23
4784,"Traffic, Etc.",1,7,1971-10-23
4785,The Free Movement,1,26,1971-05-22
4786,Springwell,1,10,1971-09-18
4787,Layng Martine,1,8,1971-10-02
4788,Nolan,1,8,1971-09-18
4789,Glen Campbell/Anne Murray,1,5,1971-10-23
4790,Rose Colored Glass,2,18,1971-04-10
4791,Messengers,1,9,1971-09-11
4792,Ponderosa Twins + One,1,7,1971-09-25
4793,Mac And Katie Kissoon,1,15,1971-07-24
4794,Paul Stookey,1,14,1971-07-31
4795,The Fortunes,6,50,1965-08-21
4796,Jody Miller,6,43,1964-02-08
4797,James Gang,2,14,1970-08-29
4798,Mark Lindsay,8,58,1969-07-26
4799,Don Nix,1,3,1971-10-09
4800,Matthews' Southern Comfort,3,20,1971-03-06
4801,Cymarron,2,16,1971-06-12
4802,The Fuzz,3,26,1971-01-23
4803,Bobby Russell,2,21,1968-10-26
4804,The Glass Bottle,1,13,1971-07-17
4805,The Newcomers,1,5,1971-09-11
4806,Tin Tin,2,17,1971-04-03
4807,John Baldry,1,7,1971-08-21
4808,Billie Sans,1,4,1971-09-11
4809,The People's Choice,1,10,1971-07-24
